Mes;Categoria;Voltaje;Grupo_consumo;Tipo_consumo;Tarifa;Clientes_BOL;MWh_BOL;FACT_BOL;Clientes_EOR;MWh_EOR;FACT_EOR;Clientes_ESM;MWh_ESM;FACT_ESM;Clientes_GYE;MWh_GYE;FACT_GYE;Clientes_GLR;MWh_GLR;FACT_GLR;Clientes_LRS;MWh_LRS;FACT_LRS;Clientes_MAN;MWh_MAN;FACT_MAN;Clientes_MLG;MWh_MLG;FACT_MLG;Clientes_STE;MWh_STE;FACT_STE;Clientes_STD;MWh_STD;FACT_STD;Clientes_SUC;MWh_SUC;FACT_SUC
Abr;General;Baja;Otros;Público;BTCGCD21 (BT / Bombeo de Agua Comunidades Campesinas);0;0,00;0,00;13;26,62;1.073,98;9;12,04;487,74;0;0,00;0,00;10;9,98;406,36;1;2,26;91,02;10;5,19;214,64;8;31,50;1.271,23;0;0,00;0,00;15;18,10;734,54;52;36,60;1.500,36
Abr;General;Baja;Otros;Público;BTCGCD06 (BT / Bombeo de Agua con Demanda);0;0,00;0,00;0;0,00;0,00;12;15,71;1.406,39;8;61,06;5.318,72;49;65,79;6.236,64;0;0,00;0,00;0;0,00;0,00;4;27,43;2.186,80;0;0,00;0,00;1;0,32;71,50;25;16,70;1.326,04
Abr;General;Baja;Otros;Público;BTCGCD34 (BT / Bombeo de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;14;35,50;3.146,40
Abr;General;Baja;Otros;Público;BTCGSD14 (BT / Bombeo de Agua para Servicio Público de Agua);0;0,00;0,00;16;17,32;1.138,09;0;0,00;0,00;29;21,53;1.419,03;0;0,00;0,00;12;30,52;2.012,37;0;0,00;0,00;0;0,00;0,00;25;44,81;2.948,88;13;8,21;539,03;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGCD40 (BT / Bombeo de Agua para Servicio Público de Agua con Demanda Horaria);0;0,00;0,00;5;7,12;434,16;0;0,00;0,00;15;82,91;5.428,74;0;0,00;0,00;0;0,00;0,00;1;4,24;375,37;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;80;669,77;42.268,75
Abr;General;Baja;Comercial;Público;BTCGSD01 (BT / Comercial);0;0,00;0,00;41;4,30;470,88;230;128,11;13.038,20;59;50,05;5.241,77;11;3,21;324,68;10;5,22;527,63;24;13,90;1.418,74;55;14,02;1.452,58;4;1,89;190,21;71;18,81;1.945,18;6;1,69;173,15
Abr;General;Baja;Comercial;Público;BTCGCD01 (BT / Comercial con Demanda);0;0,00;0,00;0;0,00;0,00;2;0,47;107,39;5;37,18;4.211,63;7;15,36;2.299,36;1;2,61;320,43;0;0,00;0,00;1;0,00;1,41;0;0,00;0,00;0;0,00;0,00;3;7,71;827,48
Abr;General;Baja;Comercial;Público;BTCGCD31 (BT / Comercial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;4,36;423,54
Abr;General;Baja;Otros;Público;BTCGSD09 (BT / Culto Religioso);0;0,00;0,00;0;0,00;0,00;4;0,08;8,46;0;0,00;0,00;0;0,00;0,00;1;0,59;30,73;1;0,12;5,64;0;0,00;0,00;2;0,33;15,40;0;0,00;0,00;7;0,15;14,90
Abr;General;Baja;Otros;Público;BTCGCD32 (BT / Culto Religioso con Demanda);1;0,76;62,48;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGSD05 (BT / Entidades Oficiales);346;99,23;9.232,60;999;523,86;48.309,33;406;231,47;21.342,33;1.379;1.071,91;100.703,38;634;521,50;47.875,82;269;193,19;17.005,74;553;437,07;40.115,22;348;282,36;26.225,18;601;852,31;78.815,51;691;507,39;46.744,00;294;126,21;11.625,10
Abr;General;Baja;Otros;Público;BTCGCD07 (BT / Entidades Oficiales con Demanda);11;41,10;4.287,05;0;0,00;0,00;25;62,68;6.308,30;310;886,21;87.249,27;74;167,03;17.450,57;28;108,97;8.871,63;85;226,61;22.486,70;58;227,49;23.358,94;9;20,80;2.122,67;3;9,14;900,91;29;27,86;3.002,75
Abr;General;Baja;Otros;Público;BTCGCD35 (BT / Entidades Oficiales con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;3,33;356,73;0;0,00;0,00;0;0,00;0,00;8;80,37;7.359,47;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;221;977,54;93.998,06
Abr;General;Baja;Otros;Público;BTCGCD08 (BT / Escenarios Deportivos con Demanda);1;1,93;222,36;0;0,00;0,00;8;2,13;322,05;0;0,00;0,00;0;0,00;0,00;1;0,00;6,20;0;0,00;0,00;0;0,00;0,00;2;0,86;71,62;0;0,00;0,00;12;5,67;670,85
Abr;General;Baja;Industrial;Público;BTCGSD02 (BT / Industrial Artesanal);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Baja;Industrial;Público;BTCGCD02 (BT / Industrial con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Baja;Industrial;Público;BTCGCD30 (BT / Industrial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;4,29;430,66
Abr;Residencial;NO APLICA;Residencial;Público;REFACTRE (Residencial / Refacturaciones y Reliquidaciones);0;13,43;0,00;0;0,00;0,00;0;14,91;1.489,58;0;0,00;0,00;0;0,00;-609,12;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;-0,01;-1,10;0;0,00;0,00;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGCD09 (BT / Otros con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGCD37 (BT / Autoconsumo con Demana Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGCD38 (BT / Otros con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGSD08 (BT / Otros);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGSD12 (BT / Escenarios Deportivos);11;0,50;56,68;14;1,74;165,94;0;0,00;0,00;0;0,00;0,00;1;1,68;119,08;8;2,32;214,45;11;4,68;423,77;1;0,17;15,60;11;7,62;706,41;11;1,95;180,14;6;0,65;63,10
Abr;Residencial;Baja;Residencial;Público;BTCRSD02 (BT / Residencial Temporal);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;6;1,05;143,13;0;0,00;0,00;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGSD13 (BT / Bombeo de Agua);17;2,94;255,12;1;0,00;1,41;3;2,37;193,92;1;2,58;225,57;0;0,00;0,00;7;5,16;425,14;14;14,21;1.177,30;31;28,14;2.317,59;5;5,45;443,50;28;44,34;3.663,68;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGCD12 (BT / Ocasional);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGSD11 (BT / Servicio Comunitario);0;0,00;0,00;2;0,20;19,06;5;0,63;58,87;18;6,57;603,55;10;12,83;1.190,73;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;0,00;1,41;1;0,00;1,41;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGCD11 (BT / Servicio Comunitario con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;8;18,07;1.808,82;2;0,51;144,53;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGCD36 (BT / Escenarios Deportivos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;5;11,07;1.381,85
Abr;General;Baja;Otros;Público;BTCGCD39 (BT / Servicio Comunitario con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;Residencial;Baja;Residencial;Público;BTCRSD01 (BT / Residencial);0;0,00;0,00;59;19,53;2.103,54;678;177,23;18.571,39;190;55,50;6.818,48;215;24,24;2.987,38;2;0,21;22,61;269;69,68;7.540,35;9;1,50;161,05;146;26,15;2.770,81;109;14,68;1.596,27;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGCD41 (BT / Vehículos Eléctricos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD05 (MT / Abonados Especiales con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD06 (MT / Abonados Especiales con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD07 (MT / Asistencia Social con Demanda);14;111,84;8.342,81;18;20,16;1.629,76;17;147,90;11.563,02;28;442,90;31.881,44;27;376,34;28.271,70;27;282,80;21.245,27;38;144,60;11.531,09;9;223,65;16.292,77;13;403,60;29.120,02;15;137,75;10.479,06;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD08 (MT / Asistencia Social con Demanda Horaria);0;0,00;0,00;34;1.487,27;99.755,82;8;793,29;52.584,69;19;6.122,22;371.991,37;3;60,23;4.128,53;3;332,09;22.694,71;18;569,45;39.841,45;1;392,00;26.132,35;0;0,00;0,00;9;604,84;40.680,51;7;176,73;12.294,46
Abr;General;Media;Otros;Público;MTCGCD09 (MT / Beneficio Público con Demanda);36;101,21;7.627,81;40;47,78;3.582,46;55;273,20;22.717,06;57;960,70;69.478,01;63;324,17;27.046,01;27;71,27;6.007,52;123;150,10;14.464,06;13;235,46;20.350,76;19;72,23;5.880,19;34;130,53;10.291,47;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD10 (MT / Beneficio Público con Demanda Horaria);0;0,00;0,00;44;250,90;19.496,91;4;11,37;1.091,05;21;1.537,85;97.623,50;5;627,47;35.807,33;1;26,39;2.143,25;19;633,75;46.157,64;0;0,00;0,00;0;0,00;0,00;3;40,30;2.971,55;10;102,92;7.223,41
Abr;General;Media;Otros;Público;MTCGCD30 (MT / Bombeo de agua comunidades campesinas);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;0,39;16,84;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;12,17;488,20;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD11 (MT / Bombeo de Agua con Demanda);0;0,00;0,00;2;0,11;62,34;43;184,66;19.544,34;0;0,00;0,00;182;1.193,05;99.197,83;67;988,06;77.636,64;27;30,38;3.376,66;31;798,86;56.687,65;7;25,96;2.251,79;35;249,16;20.184,23;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD12 (MT / Bombeo de Agua con Demanda Horaria);0;0,00;0,00;1;30,87;2.171,15;4;327,01;24.073,91;0;0,00;0,00;8;53,51;5.215,17;1;0,00;5,99;28;435,74;33.533,46;0;0,00;0,00;7;1.633,64;113.564,28;0;0,00;0,00;3;32,72;2.580,55
Abr;General;Media;Comercial;Público;MTCGCD01 (MT / Comercial con Demanda);0;0,00;0,00;5;5,92;583,63;6;15,80;1.900,83;6;79,37;8.510,31;10;58,06;7.173,57;4;4,55;682,98;16;37,26;4.670,54;6;57,91;6.560,63;0;0,00;0,00;2;8,00;871,24;0;0,00;0,00
Abr;General;Media;Comercial;Público;MTCGCD02 (MT / Comercial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;2,45;247,00;1;0,00;1,41;7;162,20;16.204,71;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD13 (MT / Entidades Oficiales Con Demanda);96;206,87;18.324,87;211;330,58;27.364,52;192;1.750,15;155.494,85;178;3.334,10;253.798,41;317;1.879,54;176.161,39;137;881,99;68.182,85;501;1.637,60;151.276,67;35;511,53;43.571,51;173;1.506,71;138.364,45;119;628,73;53.929,82;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD14 (MT / Entidades Oficiales Con Demanda Horaria);0;0,00;0,00;155;2.179,42;175.779,96;12;434,33;37.437,73;128;7.435,23;507.005,99;9;161,37;14.924,10;6;131,58;10.259,36;121;2.593,89;209.328,10;1;140,71;11.481,05;2;225,78;17.708,07;39;2.000,33;152.776,06;30;1.175,26;94.668,53
Abr;General;Media;Otros;Público;MTCGCD15 (MT / Escenarios Deportivos con Demanda);2;0,23;89,42;4;0,95;77,52;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;6;16,22;1.734,66;4;0,97;218,68;0;0,00;0,00;6;4,00;919,81;1;3,75;387,41;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD16 (MT / Escenarios Deportivos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;26,95;2.240,43;0;0,00;0,00;0;0,00;0,00;6;49,36;4.189,98;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD25 (MT / Estación de Carga Rápida con Demanda Horaria Diferenciada);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;4;72,48;4.414,31;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD31 (MT / Estacionales y Ocasionales);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Industrial;Público;MTCGCD03 (MT / Industrial con Demanda);0;0,00;0,00;0;0,00;0,00;1;1,71;446,50;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;5;229,76;34.348,64;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Industrial;Público;MTCGCD32 (MT / Industrial con Demanda Horaria Diferenciada);0;0,00;0,00;0;0,00;0,00;2;127,95;11.621,27;0;0,00;0,00;0;0,00;0,00;1;0,00;5,99;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;42,63;4.226,03
Abr;General;NO APLICA;Industrial;Público;REFACTIN (Industrial / Refacturaciones y Reliquidaciones);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD36 (MT / Autoconsumo con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD37 (MT / Autoconsumo con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD19 (MT / Otros con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;NO APLICA;Comercial;Público;REFACTCO (Comercial / Refacturaciones y Reliquidaciones);0;0,00;0,00;0;0,00;0,00;0;-1,61;-150,74;0;0,00;0,00;0;0,00;-162,50;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD35 (MT / Servicio Comunitario con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;6;34,25;2.637,48;4;3,41;396,03;0;0,00;0,00;1;1,32;162,43;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD34 (MT / Servicio Comunitario con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Media;Otros;Público;MTCGCD39 (MT / Bombeo de Agua para Servicio Público de Agua con Demanda Horaria);7;4,00;369,02;40;1.270,49;59.964,27;1;17,99;900,28;21;761,58;38.007,85;18;766,38;39.588,87;8;43,23;2.321,62;64;4.494,26;205.855,95;0;0,00;0,00;1;189,35;9.007,58;27;343,91;18.153,76;4;444,26;20.744,79
Abr;General;Alta;Otros;Público;ATCGCD14 (AT / Asistencia Social con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;455,42;30.095,57;0;0,00;0,00;1;747,79;49.698,52;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Alta;Otros;Público;ATCGCD15 (AT / Beneficio Público con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Alta;Otros;Público;ATCGCD03 (AT / Abonados Especiales con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Alta;Otros;Público;ATCGCD04 (AT / Bombeo de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;446,25;22.137,34;1;2.529,85;177.189,27;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;111,78;32.965,04;0;0,00;0,00;0;0,00;0,00
Abr;General;Alta;Otros;Público;ATCGCD16 (AT / Estación de Carga Rápida con Demanda Horaria Diferenciada);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Alta;Industrial;Público;ATCGCD07 (AT / Industrial con Demanda Horaria Diferenciada);0;0,00;0,00;0;0,00;0,00;2;6.101,67;478.856,77;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;2.047,38;151.981,03;0;0,00;0,00;0;0,00;0,00
Abr;General;NO APLICA;Otros;Público;REFACTOT (Otros / Refacturaciones y Reliquidaciones);0;0,00;0,00;0;0,00;0,00;0;-12,93;-24.359,03;0;0,00;0,00;0;0,00;-1.688,25;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;-20,28;-1.318,78;0;0,00;0,00;0;-151,77;-41.760,08
Abr;General;Alta;Otros;Público;ATCGCD08 (AT / Servicio Comunitario con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Alta;Otros;Público;ATCGCD12 (AT / Autoconsumo con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Alta;Otros;Público;ATCGCD05 (AT / Otros con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Alta;Comercial;Público;ATCGCD09 (AT / Comercial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Alta;Otros;Público;ATCGCD10 (AT / Entidades Oficiales con Demanda Horaria);0;0,00;0,00;1;2.065,69;141.224,94;1;373,17;29.876,22;6;3.372,94;210.969,56;2;336,82;23.667,20;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;336,00;24.734,55;2;1.080,34;82.551,66;0;0,00;0,00
Abr;General;Alta;Otros;Público;ATCGCD11 (AT / Escenarios Deportivos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Alta;Otros;Público;ATCGCD13 (AT / Bombeo de Agua para Servicio Público de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;1;1.974,69;88.687,83;1;612,00;25.195,09;1;11.725,62;482.585,64;0;0,00;0,00;5;2.670,08;122.736,15;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
