Mes;Categoria;Voltaje;Grupo_consumo;Tipo_consumo;Tarifa;Clientes_BOL;MWh_BOL;FACT_BOL;Clientes_EOR;MWh_EOR;FACT_EOR;Clientes_ESM;MWh_ESM;FACT_ESM;Clientes_GYE;MWh_GYE;FACT_GYE;Clientes_GLR;MWh_GLR;FACT_GLR;Clientes_LRS;MWh_LRS;FACT_LRS;Clientes_MAN;MWh_MAN;FACT_MAN;Clientes_MLG;MWh_MLG;FACT_MLG;Clientes_STE;MWh_STE;FACT_STE;Clientes_STD;MWh_STD;FACT_STD;Clientes_SUC;MWh_SUC;FACT_SUC
OCT;General;Baja;Otros;P£blico;BTCGCD12 (BT / Ocasional);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Baja;Otros;P£blico;BTCGSD11 (BT / Servicio Comunitario);0;0;0;2;0,179;17,5;6;1,59;145,2;10;5,6771;553,69;4;10,9;1008,53;0;0;0;0;0;0;0;0;0;1;0;1,41;0;0;0;0;0;0
OCT;General;Baja;Otros;P£blico;BTCGCD11 (BT / Servicio Comunitario con Demanda);0;0;0;0;0;0;0;0;0;3;4,74546;480,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Baja;Otros;P£blico;BTCGCD36 (BT / Escenarios Deportivos con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;11,54;1157,68
OCT;General;Baja;Otros;P£blico;BTCGCD39 (BT / Servicio Comunitario con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;Residencial;Baja;Residencial;P£blico;BTCRSD01 (BT / Residencial);0;0;0;36;4,619;492,1;697;130,98;14016,11;39;11,111;1452,76;231;24,11;2636,4;3;0,246;27,58;279;45,171;4816,34;7;0,88;99,61;5;1,3;132,33;11;3,457;390,34;0;0;0
OCT;General;Baja;Otros;P£blico;BTCGCD41 (BT / Veh¡culos El‚ctricos con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD05 (MT / Abonados Especiales con Demanda);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD06 (MT / Abonados Especiales con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD07 (MT / Asistencia Social con Demanda);14;117,876;8347,67;16;10,473;1000,34;12;123,11;9382,09;25;398,2556;28522;27;342,49;25913,99;28;270,049;20263,16;39;97,809;8185,11;9;205,509;15058,98;15;317,22;23439,7;16;117,021;8993,73;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD08 (MT / Asistencia Social con Demanda Horaria);0;0;0;38;1150,587;78598,03;8;120,9;9010,15;19;5517,964;337991,99;2;41,81;2871,11;3;363,574;24313,24;19;460,826;32540,06;1;383,186;25160,24;0;0;0;8;497,606;34056,54;7;76,48;5431,67
OCT;General;Media;Otros;P£blico;MTCGCD09 (MT / Beneficio P£blico con Demanda);34;70,706;5405,06;42;30,181;2576,06;48;216,95;18100,51;56;745,9968;54811,29;57;238,98;21660,68;29;51,523;4528,55;123;103,877;10029,26;14;168,219;13385,59;19;45,46;5136,36;35;113,183;8885,75;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD10 (MT / Beneficio P£blico con Demanda Horaria);0;0;0;37;104,651;8760,58;4;9,63;1099,01;21;1396,1848;87428,24;4;14,35;948,99;1;31,407;2216,84;19;441,486;32392,16;0;0;0;0;0;0;3;17,923;1406,07;10;82,17;5816,29
OCT;General;Media;Otros;P£blico;MTCGCD30 (MT / Bombeo de agua comunidades campesinas);0;0;0;0;0;0;0;0;0;0;0;0;1;4,81;193,26;0;0;0;0;0;0;0;0;0;2;0,17;8,12;0;0;0;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD11 (MT / Bombeo de Agua con Demanda);0;0;0;3;0,042;131,33;45;222,11;22090,18;1;23,7456;1490,11;180;1104,61;92763,66;67;835,107;65417,97;31;56,05;5078,82;35;904,828;64447,79;8;35,13;3276,22;43;301,438;24270,35;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD12 (MT / Bombeo de Agua con Demanda Horaria);0;0;0;1;38,66;2491,04;4;541,86;37339,41;0;0;0;6;25,87;2047,6;1;0;111,23;29;573,506;42169,34;0;0;0;7;2063,36;132165,48;0;0;0;3;40,05;3160,01
OCT;General;Media;Comercial;P£blico;MTCGCD01 (MT / Comercial con Demanda);0;0;0;5;1,887;301,28;22;94,79;10360,03;3;28,88538;3174,18;4;18,04;2260,12;5;4,444;644,53;17;21,134;3096,71;6;47,806;5397,44;0;0;0;2;4,436;481,51;0;0;0
OCT;General;Media;Comercial;P£blico;MTCGCD02 (MT / Comercial con Demanda Horaria);0;0;0;0;0;0;1;44,8;4395,88;0;0;0;0;0;0;1;4,282;385,99;7;166,362;16828,76;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD13 (MT / Entidades Oficiales Con Demanda);95;204,396;18116,99;197;205,95;19250,38;160;1249,13;115415,24;172;3217,21284;248334,51;314;1729,61;163807,28;118;530,052;49830,95;488;1182,311;115981,53;37;464,768;42790,49;176;1288,34;123085,26;114;540,939;49793,87;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD14 (MT / Entidades Oficiales Con Demanda Horaria);0;0;0;172;1564,868;129786,6;11;210,14;20052,34;132;7229,4432;502543,88;11;124,32;11071,07;6;128,203;10004,26;125;2042,332;170304,32;1;111,279;9533,07;2;205,33;16224,6;39;1920,899;148777,37;31;1380,07;111180,55
OCT;General;Media;Otros;P£blico;MTCGCD15 (MT / Escenarios Deportivos con Demanda);2;0,236;90,41;4;1,107;227,95;0;0;0;0;0;0;1;0;22,96;6;15,475;1562,23;5;1,975;334,13;0;0;0;7;3,91;1141,92;0;0;0;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD16 (MT / Escenarios Deportivos con Demanda Horaria);0;0;0;0;0;0;0;0;0;1;35;2926,61;0;0;0;0;0;0;7;36,512;4616,5;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD25 (MT / Estaci¢n de Carga R pida con Demanda Horaria Diferenciada);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD31 (MT / Estacionales y Ocasionales);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Media;Industrial;P£blico;MTCGCD03 (MT / Industrial con Demanda);0;0;0;0;0;0;1;2,15;373,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;444,41;45487,17;1;2,648;500,87;0;0;0
OCT;General;Media;Industrial;P£blico;MTCGCD32 (MT / Industrial con Demanda Horaria Diferenciada);0;0;0;0;0;0;2;138,06;12223,83;0;0;0;0;0;0;1;0;65,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;No Aplica;Industrial;P£blico;REFACTIN (Industrial / Refacturaciones y Reliquidaciones);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD36 (MT / Autoconsumo con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;1;5,88;564,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD37 (MT / Autoconsumo con Demanda);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD19 (MT / Otros con Demanda);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;No Aplica;Comercial;P£blico;REFACTCO (Comercial / Refacturaciones y Reliquidaciones);0;0;0;0;0;0;0;1,35;841,25;0;0;0;0;0;1114,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94,18
OCT;General;Media;Otros;P£blico;MTCGCD35 (MT / Servicio Comunitario con Demanda);0;0;0;0;0;0;0;0;0;2;11,6016;902,25;3;1,94;180,5;0;0;0;1;0,738;124,93;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD34 (MT / Servicio Comunitario con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Media;Otros;P£blico;MTCGCD39 (MT / Bombeo de Agua para Servicio P£blico de Agua con Demanda Horaria);6;3,532;362,19;37;1375,307;64002,17;1;17,96;893,09;17;707,9424;35113,38;18;813,08;42353,13;8;45,167;2366,55;65;4931,043;236284,94;0;0;0;0;0;0;22;313,989;16809,68;5;414,84;19740,31
OCT;General;Alta;Otros;P£blico;ATCGCD14 (AT / Asistencia Social con Demanda Horaria);0;0;0;0;0;0;1;541,33;34290,25;0;0;0;1;416,5;27478,5;0;0;0;1;145,42;11288,1;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Alta;Otros;P£blico;ATCGCD15 (AT / Beneficio P£blico con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Alta;Industrial;P£blico;ATCGCD03 (AT / Abonados Especiales con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Alta;Otros;P£blico;ATCGCD04 (AT / Bombeo de Agua con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;1;6536,71;388669,46;0;0;0;0;0;0;0;0;0;1;4344;266521,95;0;0;0;0;0;0
OCT;General;Alta;Otros;P£blico;ATCGCD16 (AT / Estaci¢n de Carga R pida con Demanda Horaria Diferenciada);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Alta;Industrial;P£blico;ATCGCD07 (AT / Industrial con Demanda Horaria Diferenciada);0;0;0;0;0;0;2;3310,29;264901,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2256,59;171601,13;0;0;0;0;0;0
OCT;General;No Aplica;Otros;P£blico;REFACTOT (Otros / Refacturaciones y Reliquidaciones);0;0;0;0;0;0;0;-0,19;-2639,2;0;0;0;0;-16,495;-1064,8;0;0;0;0;0;0;0;0;0;0;4,48;-62,56;0;0;0;0;-3,19;-359,87
OCT;General;Alta;Otros;P£blico;ATCGCD08 (AT / Servicio Comunitario con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Alta;Otros;P£blico;ATCGCD12 (AT / Autoconsumo con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Alta;Otros;P£blico;ATCGCD05 (AT / Otros con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Alta;Comercial;P£blico;ATCGCD09 (AT / Comercial con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Alta;Otros;P£blico;ATCGCD10 (AT / Entidades Oficiales con Demanda Horaria);0;0;0;2;2501,368;173248,67;1;391,76;33963,57;6;2846,0722;183439,71;2;340,75;23961,79;0;0;0;0;0;0;0;0;0;1;331,2;24639,81;2;959,7;72409,32;0;0;0
OCT;General;Alta;Otros;P£blico;ATCGCD11 (AT / Escenarios Deportivos con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Alta;Otros;P£blico;ATCGCD13 (AT / Bombeo de Agua para Servicio P£blico de Agua con Demanda Horaria);0;0;0;0;0;0;1;2931,3;129965,09;1;614,4;25563,27;1;12218,21;501293,7;0;0;0;5;7856,705;326232,33;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Alta;Industrial;P£blico;EATCGCD1 (AT / Industrial con Demanda Horaria Diferenciada - AT1);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31693,914;2221918,44
OCT;General;Baja;Otros;Privado;BTCGSD06 (BT / Abonados Especiales con Demanda);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Baja;Otros;Privado;BTCGSD10 (BT / Abonados Especiales con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OCT;General;Baja;Otros;Privado;NDCGCD01 (BT / Asistencia Social con Demanda Horaria);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6,98;560,25
OCT;General;Baja;Otros;Privado;BTCGCD21 (BT / Bombeo de Agua Comunidades Campesinas);0;0;0;18;18,538;754,12;12;6,31;261,08;0;0;0;674;345,64;14297,52;45;23,269;962,26;997;693,055;27845,78;19;28,732;1180,07;16;8,51;351,52;31;32,421;1318,54;100;64,46;2648,52
OCT;General;Baja;Otros;Privado;BTCGCD06 (BT / Bombeo de Agua con Demanda);0;0;0;0;0;0;22;7,11;881,22;44;147,52592;14139,24;361;228,61;23527,75;12;30,657;3109,66;43;243,195;20873,17;17;115,777;10596,37;10;19,72;2358,93;3;6,536;524,02;22;15,27;1556,37
OCT;General;Baja;Otros;Privado;BTCGCD34 (BT / Bombeo de Agua con Demanda Horaria);0;0;0;0;0;0;0;0;0;2;2,703;334,33;0;0;0;9;279,256;19906,5;2;37,466;2907,85;0;0;0;0;0;0;0;0;0;3;2,85;311,44
OCT;General;Baja;Comercial;Privado;BTCGSD01 (BT / Comercial);3297;855,222;87225,18;20104;6782,5198;691101,17;7667;2811,07;285586,1;71371;30347,40366;3156113,01;17360;7941,82;804870,85;6891;2938,792;300100,29;16011;6512,43;651009,16;11418;3984,9464;405210,05;9035;3425,04;347850,63;24019;7436,353;756245,65;11317;3882,28;394728,18
OCT;General;Baja;Comercial;Privado;BTCGCD01 (BT / Comercial con Demanda);7;23,793;2410,38;0;0;0;117;173,93;21597,59;4133;13774,44291;1551821,1;1038;3458,23;405838,84;71;157,227;18162,01;130;211,379;25247,3;363;913,572;104076,98;61;174,82;19727,37;36;88,44;9916;81;96,96;11738,75
OCT;General;Baja;Comercial;Privado;BTCGCD31 (BT / Comercial con Demanda Horaria);0;0;0;0;0;0;0;0;0;49;477,00672;48612,09;97;95,59;9742,05;2;57,724;5399;23;161,076;16964,31;2;7,055;663,99;0;0;0;0;0;0;561;2209,86;239716,2
OCT;General;Baja;Otros;Privado;BTCGSD09 (BT / Culto Religioso);304;16,102;1054,43;538;75,503;4149,73;418;81,83;4356,04;381;159,1921;14556,34;931;179,49;9588,9;419;69,539;3717,06;413;71,051;3742,14;420;67,916;3509,88;268;46,68;2405,22;718;107,688;5911,06;408;44,37;2454,7
OCT;General;Baja;Otros;Privado;BTCGCD32 (BT / Culto Religioso con Demanda);0;0;0;0;0;0;1;0,22;26,64;46;49,59862;5383,71;13;7,38;748,29;3;3,776;355,7;2;3,852;295,21;15;13,701;1728,39;0;0;0;0;0;0;0;0;0
OCT;General;Baja;Otros;Privado;BTCGCD08 (BT / Escenarios Deportivos con Demanda);0;0;0;0;0;0;0;0;0;11;22,99432;2605,18;7;1,71;292,6;1;2,88;308,45;2;5,004;599,53;1;0,154;14,71;0;0;0;0;0;0;0;0;0
OCT;General;Baja;Industrial;Privado;BTCGSD02 (BT / Industrial Artesanal);100;17,392;1463,37;990;326,498;27631,16;260;62,28;5220,85;981;517,29172;47245,42;209;93,83;7957,11;204;50,209;4197,79;353;152,582;12858,74;22;8,13;684,92;94;30,46;2532,93;95;30,773;2581,27;253;79,71;6675,47
OCT;General;Baja;Industrial;Privado;BTCGCD02 (BT / Industrial con Demanda);5;1,913;370,42;0;0;0;13;4,74;684,05;511;1218,73414;139642,04;13;9,03;1322,93;5;1,8;387,69;62;83,95;11446,56;55;25,87;3659,12;1;3,54;327,96;0;0;0;15;10,02;1140,53
OCT;General;Baja;Industrial;Privado;BTCGCD30 (BT / Industrial con Demanda Horaria);0;0;0;0;0;0;1;6,98;483,8;1;1,669;151,34;0;0;0;6;41,136;4350,27;26;314,444;27874,62;1;3,563;336,58;0;0;0;0;0;0;179;917,63;99924,38
OCT;Residencial;No Aplica;Residencial;Privado;REFACTRE (Residencial / Refacturaciones y Reliquidaciones);0;0;0;0;0;0;0;-99,141;-280729,46;0;0;0;0;-416,827;-39422,14;0;0;0;0;0;0;0;0;0;0;-1050,47;-133932,45;0;0;0;0;40,09;16800,83
